"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
1063,13A_C0350,,"Potassium thiocyanate",KSCN,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
1067,13A_C0351,,"Potassium thiocyanate",KSCN,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
1071,13A_C0352,,"Potassium thiocyanate",KSCN,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
1075,13A_C0353,,"Rubidium chloride",RbCl,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
1079,13A_C0354,,"Rubidium chloride",RbCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
1083,13A_C0355,,"Rubidium chloride",RbCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
1087,13A_C0356,,"Sodium bromide",NaBr,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
1091,13A_C0357,,"Sodium bromide",NaBr,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
1095,13A_C0358,,"Sodium chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
1099,13A_C0359,,"Sodium chloride",NaCl,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
1103,13A_C0360,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
1251,13A_C0361,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
1255,13A_C0362,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
1259,13A_C0363,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
1263,13A_C0364,,"Sodium nitrate",NaNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","24% (w/v)",,,,,,
1267,13A_C0365,,"Sodium nitrate",NaNO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
1271,13A_C0366,,"Sodium nitrate",NaNO3,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
1275,13A_C0367,,"Sodium nitrate",NaNO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
1279,13A_C0368,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
1283,13A_C0369,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 20000","24% (w/v)",,,,,,
1287,13A_C0370,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
1291,13A_C0371,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M",MES,"0.1 M",6,"PEG 20000","24% (w/v)",,,,,,
1295,13A_C0372,"HR Crystal Screen Cryo - 10","Ammonium Acetate",,0.17M,"Sodium Acetate trihydrate",0.085M,4.6,"PEG 4000","25.5% (w/v)","Glycerol ","15% (v/v)",,,,
1443,13A_C0373,"HR Crystal Screen Cryo - 11",,,,"Sodium Citrate tribasic dihydrate",0.07M,5.6,"Ammonium Phosphate monobasic",0.7M,"Glycerol ","30% (v/v)",,,,
1447,13A_C0374,"HR Crystal Screen Cryo - 12","Magnesium chloride hexahydrate",,0.18M,HEPES-Na,0.09M,7.5,2-Propanol,"27% (v/v)","Glycerol ","10% (v/v)",,,,
1451,13A_C0375,"HR Crystal Screen Cryo - 13","Sodium Citrate tribasic dihydrate",,0.2M,"Tris Hydrochloride",0.1M,8.5,"PEG 400","30% (v/v)",,,,,,
1455,13A_C0376,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","12% (w/v)",,,,,,
1459,13A_C0377,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
1463,13A_C0378,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
1467,13A_C0379,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 20000","24% (w/v)",,,,,,
1471,13A_C0380,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
1475,13A_C0381,"HR Crystal Screen Cryo - 14","Calcium chloride dihydrate",,0.19M,HEPES-Na,0.095M,7.5,"PEG 400","26.6% (v/v)","Glycerol ","5% (v/v)",,,,
1479,13A_C0382,,"Potassium phosphate-tribasic",K3PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","12% (w/v)",,,,,,
1483,13A_C0383,,"Potassium phosphate-tribasic",K3PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 20000","12% (w/v)",,,,,,
1487,13A_C0384,"HR Crystal Screen Cryo - 15","Ammonium Sulfate",,0.17M,"Sodium Cacodylate trihydrate",0.085M,6.5,"PEG 8000","25.5% (w/v)","Glycerol ","15% (v/v)",,,,
49,13A_C0385,,"Ammonium thiocyanate",NH4SCN,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 20000","24% (w/v)",,,,,,
53,13A_C0386,,"Ammonium thiocyanate",NH4SCN,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
57,13A_C0387,"HR Crystal Screen Cryo - 16",,,,HEPES-Na,0.075M,7.5,"Lithium sulfate monohydrate",1.125M,"Glycerol ","25% (v/v)",,,,
61,13A_C0388,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 20000","24% (w/v)",,,,,,
65,13A_C0389,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 20000","24% (w/v)",,,,,,
69,13A_C0390,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 20000","24% (w/v)",,,,,,
73,13A_C0391,,"Ammonium bromide",NH4Br,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
77,13A_C0392,,"Ammonium bromide",NH4Br,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
81,13A_C0393,,"Ammonium chloride",NH4Cl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
85,13A_C0394,,"Ammonium nitrate",NH4NO3,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
89,13A_C0395,,"Ammonium nitrate",NH4NO3,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
93,13A_C0396,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
241,13A_C0397,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
245,13A_C0398,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
249,13A_C0399,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
253,13A_C0400,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
257,13A_C0401,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
261,13A_C0402,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
265,13A_C0403,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
269,13A_C0404,,"Calcium acetate",Ca(C2H3O2)2,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
273,13A_C0405,,"Calcium acetate",Ca(C2H3O2)2,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
277,13A_C0406,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
281,13A_C0407,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
285,13A_C0408,,"Lithium bromide",LiBr,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
433,13A_C0409,,"Lithium bromide",LiBr,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
437,13A_C0410,,"Lithium bromide",LiBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
441,13A_C0411,,"Lithium chloride",LiCl,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
445,13A_C0412,,"Lithium chloride",LiCl,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
449,13A_C0413,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
453,13A_C0414,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
457,13A_C0415,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
461,13A_C0416,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
465,13A_C0417,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
469,13A_C0418,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
473,13A_C0419,,"Potassium acetate",KC2H3O2,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
477,13A_C0420,,"Potassium bromide",KBr,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
625,13A_C0421,,"Potassium bromide",KBr,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
629,13A_C0422,,"Potassium carbonate",K2CO3,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
633,13A_C0423,,"Potassium carbonate",K2CO3,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
637,13A_C0424,,"Potassium chloride",KCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
641,13A_C0425,,"Potassium chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
645,13A_C0426,,"Potassium nitrate",KNO3,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
649,13A_C0427,,"Potassium nitrate",KNO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
653,13A_C0428,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
657,13A_C0429,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
661,13A_C0430,,"Potassium thiocyanate",KSCN,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
665,13A_C0431,,"Rubidium chloride",RbCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
669,13A_C0432,,"Rubidium chloride",RbCl,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
817,13A_C0433,,"Sodium bromide",NaBr,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
821,13A_C0434,,"Sodium chloride",NaCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
825,13A_C0435,,"Sodium chloride",NaCl,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
829,13A_C0436,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
833,13A_C0437,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
837,13A_C0438,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
841,13A_C0439,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
845,13A_C0440,,"Sodium nitrate",NaNO3,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
849,13A_C0441,,"Sodium nitrate",NaNO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
853,13A_C0442,,"Sodium nitrate",NaNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
857,13A_C0443,,"Sodium nitrate",NaNO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
861,13A_C0444,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
1009,13A_C0445,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1013,13A_C0446,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
1017,13A_C0447,"HR Crystal Screen Cryo - 17","Lithium sulfate monohydrate",,0.17M,"Tris Hydrochloride",0.085M,8.5,"PEG 4000",0.255,"Glycerol ","15% (v/v)",,,,
1021,13A_C0448,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
1025,13A_C0449,,"Potassium phosphate dibasic",K2HPO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1029,13A_C0450,,"Potassium phosphate dibasic",K2HPO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
1033,13A_C0451,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
1037,13A_C0452,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1041,13A_C0453,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
1045,13A_C0454,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1049,13A_C0455,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
1053,13A_C0456,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
1201,13A_C0457,,"Potassium phosphate-tribasic",K3PO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
1205,13A_C0458,,"Potassium phosphate-tribasic",K3PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1209,13A_C0459,,"Ammonium thiocyanate",NH4SCN,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
1213,13A_C0460,,"Ammonium thiocyanate",NH4SCN,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
1217,13A_C0461,,"Ammonium thiocyanate",NH4SCN,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
1221,13A_C0462,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
1225,13A_C0463,"HR Crystal Screen Cryo - 34",,,,"Sodium Acetate trihydrate",0.07M,4.6,"Sodium Formate",1.4M,"Glycerol ","30% (v/v)",,,,
1229,13A_C0464,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1233,13A_C0465,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
1237,13A_C0466,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
1241,13A_C0467,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
1245,13A_C0468,,"Ammonium bromide",NH4Br,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
1393,13A_C0469,,"Ammonium bromide",NH4Br,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
1397,13A_C0470,,"Ammonium bromide",NH4Br,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
1401,13A_C0471,,"Ammonium chloride",NH4Cl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
1405,13A_C0472,,"Ammonium chloride",NH4Cl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
1409,13A_C0473,,"Ammonium chloride",NH4Cl,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
1413,13A_C0474,,"Ammonium nitrate",NH4NO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
1417,13A_C0475,,"Ammonium nitrate",NH4NO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
1421,13A_C0476,,"Ammonium nitrate",NH4NO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
1425,13A_C0477,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
1429,13A_C0478,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
1433,13A_C0479,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
1437,13A_C0480,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
145,13A_C0481,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
149,13A_C0482,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
153,13A_C0483,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
157,13A_C0484,"HR Crystal Screen Cryo - 18","Magnesium Acetate tetrahydrate ",,0.16M,"Sodium Cacodylate trihydrate",0.08M,6.5,"PEG 8000","16%  (w/v)","Glycerol ","20% (v/v)",,,,
161,13A_C0485,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
165,13A_C0486,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
169,13A_C0487,,"Lithium bromide",LiBr,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
173,13A_C0488,,"Lithium bromide",LiBr,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
177,13A_C0489,,"Lithium chloride",LiCl,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
181,13A_C0490,,"Lithium chloride",LiCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
185,13A_C0491,,"Lithium chloride",LiCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
189,13A_C0492,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
337,13A_C0493,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
341,13A_C0494,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
345,13A_C0495,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
349,13A_C0496,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
353,13A_C0497,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
357,13A_C0498,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
361,13A_C0499,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
365,13A_C0500,,"Potassium acetate",KC2H3O2,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
369,13A_C0501,,"Potassium acetate",KC2H3O2,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
373,13A_C0502,,"Potassium bromide",KBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
377,13A_C0503,,"Potassium bromide",KBr,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
381,13A_C0504,,"Potassium bromide",KBr,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
529,13A_C0505,,"Potassium carbonate",K2CO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
533,13A_C0506,,"Potassium carbonate",K2CO3,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
537,13A_C0507,,"Potassium carbonate",K2CO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
541,13A_C0508,,"Potassium carbonate",K2CO3,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","40% (w/v)",,,,,,
545,13A_C0509,,"Potassium chloride",KCl,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
549,13A_C0510,,"Potassium chloride",KCl,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","40% (w/v)",,,,,,
553,13A_C0511,,"Potassium chloride",KCl,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
557,13A_C0512,,"Potassium nitrate",KNO3,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
561,13A_C0513,,"Potassium nitrate",KNO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
565,13A_C0514,,"Potassium nitrate",KNO3,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
569,13A_C0515,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
573,13A_C0516,"HR Crystal Screen Cryo - 44","Magnesium formate dihydrate",,"0.1 M",,,,,,"Glycerol ","50% (v/v)",,,,
721,13A_C0517,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
725,13A_C0518,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","40% (w/v)",,,,,,
729,13A_C0519,,"Potassium thiocyanate",KSCN,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
733,13A_C0520,,"Potassium thiocyanate",KSCN,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
737,13A_C0521,,"Rubidium chloride",RbCl,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
741,13A_C0522,,"Rubidium chloride",RbCl,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","40% (w/v)",,,,,,
745,13A_C0523,,"Sodium bromide",NaBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
749,13A_C0524,,"Sodium bromide",NaBr,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
753,13A_C0525,,"Sodium bromide",NaBr,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","40% (w/v)",,,,,,
757,13A_C0526,,"Sodium chloride",NaCl,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
761,13A_C0527,,"Sodium chloride",NaCl,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
765,13A_C0528,,"Sodium chloride",NaCl,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
913,13A_C0529,,"Sodium nitrate",NaNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
