"Composite List",,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,
1095,M4_C0358,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1099,M4_C0359,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1103,M4_C0360,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","19% (w/v)",,,,
1251,M4_C0361,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1255,M4_C0362,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1259,M4_C0363,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1263,M4_C0364,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","40% (w/v)",,,,
1267,M4_C0365,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1271,M4_C0366,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1275,M4_C0367,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1279,M4_C0368,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","20% (w/v)",,,,
1283,M4_C0369,,"Potassium Chloride",KCl,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1287,M4_C0370,,"Potassium Chloride",KCl,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1291,M4_C0371,,"Potassium Chloride",KCl,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1295,M4_C0372,,"Potassium Chloride",KCl,"0.3 M",MES,"0.1 M",6,"PEG 4000","38% (w/v)",,,,
1443,M4_C0373,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1447,M4_C0374,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1451,M4_C0375,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1455,M4_C0376,,"Sodium Chloride",NaCl,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","20% (w/v)",,,,
1459,M4_C0377,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1463,M4_C0378,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1467,M4_C0379,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1471,M4_C0380,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","20% (w/v)",,,,
1475,M4_C0381,,"Sodium Chloride",NaCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1479,M4_C0382,,"Sodium Chloride",NaCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1483,M4_C0383,,"Sodium Chloride",NaCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1487,M4_C0384,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","20% (w/v)",,,,
49,M4_C0385,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
53,M4_C0386,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
57,M4_C0387,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
61,M4_C0388,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
65,M4_C0389,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
69,M4_C0390,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
73,M4_C0391,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
77,M4_C0392,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
81,M4_C0393,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
85,M4_C0394,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
89,M4_C0395,,"Ammonium Sulfate ",(NH4)2SO4,"0.5 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
93,M4_C0396,,"Ammonium Sulfate ",(NH4)2SO4,"0.25 M",HEPES,"0.1 M",7,"PEG 4000","14% (w/v)",,,,
241,M4_C0397,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
245,M4_C0398,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
249,M4_C0399,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
253,M4_C0400,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
257,M4_C0401,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
261,M4_C0402,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
265,M4_C0403,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
269,M4_C0404,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
273,M4_C0405,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
277,M4_C0406,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
281,M4_C0407,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
285,M4_C0408,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
433,M4_C0409,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
437,M4_C0410,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
441,M4_C0411,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
445,M4_C0412,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
449,M4_C0413,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
453,M4_C0414,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
457,M4_C0415,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
461,M4_C0416,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
465,M4_C0417,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
469,M4_C0418,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
473,M4_C0419,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
477,M4_C0420,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","14% (w/v)",,,,
625,M4_C0421,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
629,M4_C0422,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
633,M4_C0423,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
637,M4_C0424,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
641,M4_C0425,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
645,M4_C0426,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
649,M4_C0427,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
653,M4_C0428,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
657,M4_C0429,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
661,M4_C0430,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
665,M4_C0431,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.3 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
669,M4_C0432,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.3 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
817,M4_C0433,,"Sodium Phosophate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
821,M4_C0434,,"Sodium Phosophate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
825,M4_C0435,,"Sodium Phosophate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
829,M4_C0436,,"Sodium Phosophate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
833,M4_C0437,,"Sodium Phosophate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
837,M4_C0438,,"Sodium Phosophate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
841,M4_C0439,,"Sodium Phosophate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
845,M4_C0440,,"Sodium Phosophate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
849,M4_C0441,,"Sodium Phosophate monobasic",NaH2PO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
853,M4_C0442,,"Sodium Phosophate monobasic",NaH2PO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
857,M4_C0443,,"Sodium Phosophate monobasic",NaH2PO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
861,M4_C0444,,"Sodium Phosophate monobasic",NaH2PO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","38% (w/v)",,,,
1009,M4_C0445,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1013,M4_C0446,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1017,M4_C0447,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1021,M4_C0448,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1025,M4_C0449,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1029,M4_C0450,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1033,M4_C0451,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1037,M4_C0452,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1041,M4_C0453,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1045,M4_C0454,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1049,M4_C0455,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1053,M4_C0456,,"Lithium Sulfate monohydrate","Li2SO4 ∙ H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","38% (w/v)",,,,
1201,M4_C0457,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1205,M4_C0458,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1209,M4_C0459,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1213,M4_C0460,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1217,M4_C0461,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1221,M4_C0462,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1225,M4_C0463,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1229,M4_C0464,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1233,M4_C0465,,"Potassium Chloride",KCl,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1237,M4_C0466,,"Potassium Chloride",KCl,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1241,M4_C0467,,"Potassium Chloride",KCl,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1245,M4_C0468,,"Potassium Chloride",KCl,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","38% (w/v)",,,,
1393,M4_C0469,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1397,M4_C0470,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1401,M4_C0471,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1405,M4_C0472,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1409,M4_C0473,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1413,M4_C0474,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1417,M4_C0475,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1421,M4_C0476,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1425,M4_C0477,,"Sodium Chloride",NaCl,"0.4 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1429,M4_C0478,,"Sodium Chloride",NaCl,"0.4 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1433,M4_C0479,,"Sodium Chloride",NaCl,"0.4 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1437,M4_C0480,,"Sodium Chloride",NaCl,"0.4 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
145,M4_C0481,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
149,M4_C0482,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
153,M4_C0483,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
157,M4_C0484,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
161,M4_C0485,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
165,M4_C0486,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
169,M4_C0487,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
173,M4_C0488,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
177,M4_C0489,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
181,M4_C0490,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
185,M4_C0491,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
189,M4_C0492,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
337,M4_C0493,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
341,M4_C0494,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
345,M4_C0495,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
349,M4_C0496,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
353,M4_C0497,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
357,M4_C0498,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
361,M4_C0499,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
365,M4_C0500,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
369,M4_C0501,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
373,M4_C0502,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
377,M4_C0503,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.5 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
381,M4_C0504,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.5 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
529,M4_C0505,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
533,M4_C0506,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
537,M4_C0507,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
541,M4_C0508,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
545,M4_C0509,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
549,M4_C0510,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
553,M4_C0511,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
557,M4_C0512,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
561,M4_C0513,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
565,M4_C0514,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
569,M4_C0515,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
573,M4_C0516,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",TRIS,"0.1 M",8.5,"PEG 4000","14% (w/v)",,,,
721,M4_C0517,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
725,M4_C0518,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
729,M4_C0519,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
733,M4_C0520,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
737,M4_C0521,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
741,M4_C0522,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
745,M4_C0523,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
749,M4_C0524,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
753,M4_C0525,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
757,M4_C0526,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
761,M4_C0527,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
765,M4_C0528,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
913,M4_C0529,,"Sodium Phosophate monobasic",NaH2PO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
917,M4_C0530,,"Sodium Phosophate monobasic",NaH2PO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
921,M4_C0531,,"Sodium Phosophate monobasic",NaH2PO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
925,M4_C0532,,"Sodium Phosophate monobasic",NaH2PO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
929,M4_C0533,,"Sodium Phosophate monobasic",NaH2PO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
933,M4_C0534,,"Sodium Phosophate monobasic",NaH2PO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
937,M4_C0535,,"Sodium Phosophate monobasic",NaH2PO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
941,M4_C0536,,"Sodium Phosophate monobasic",NaH2PO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
945,M4_C0537,,"Sodium Phosophate monobasic",NaH2PO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
