"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
445,12_C0412,,"Lithium chloride",LiCl,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
449,12_C0413,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
453,12_C0414,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
457,12_C0415,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
461,12_C0416,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
465,12_C0417,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
469,12_C0418,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
473,12_C0419,,"Potassium acetate",KC2H3O2,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
477,12_C0420,,"Potassium bromide",KBr,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
625,12_C0421,,"Potassium bromide",KBr,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
629,12_C0422,,"Potassium carbonate",K2CO3,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
633,12_C0423,,"Potassium carbonate",K2CO3,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
637,12_C0424,,"Potassium chloride",KCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
641,12_C0425,,"Potassium chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
645,12_C0426,,"Potassium nitrate",KNO3,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
649,12_C0427,,"Potassium nitrate",KNO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
653,12_C0428,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
657,12_C0429,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
661,12_C0430,,"Potassium thiocyanate",KSCN,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
665,12_C0431,,"Rubidium chloride",RbCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
669,12_C0432,,"Rubidium chloride",RbCl,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
817,12_C0433,,"Sodium bromide",NaBr,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
821,12_C0434,,"Sodium chloride",NaCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
825,12_C0435,,"Sodium chloride",NaCl,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
829,12_C0436,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
833,12_C0437,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
837,12_C0438,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
841,12_C0439,,"Sodium molybdate dihydrate",Na2MoO4*2H2O,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
845,12_C0440,,"Sodium nitrate",NaNO3,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
849,12_C0441,,"Sodium nitrate",NaNO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
853,12_C0442,,"Sodium nitrate",NaNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
857,12_C0443,,"Sodium nitrate",NaNO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
861,12_C0444,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
1009,12_C0445,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1013,12_C0446,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
1017,12_C0447,"HR Crystal Screen Cryo - 17","Lithium sulfate monohydrate",,0.17M,"Tris Hydrochloride",0.085M,8.5,"PEG 4000",0.255,"Glycerol Anhydrous","15% (v/v)",,,,
1021,12_C0448,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
1025,12_C0449,,"Potassium phosphate dibasic",K2HPO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1029,12_C0450,,"Potassium phosphate dibasic",K2HPO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
1033,12_C0451,,"Potassium phosphate dibasic",K2HPO4,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
1037,12_C0452,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1041,12_C0453,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
1045,12_C0454,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1049,12_C0455,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
1053,12_C0456,,"Potassium phosphate-tribasic",K3PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
1201,12_C0457,,"Potassium phosphate-tribasic",K3PO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","20% (w/v)",,,,,,
1205,12_C0458,,"Potassium phosphate-tribasic",K3PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1209,12_C0459,,"Ammonium thiocyanate",NH4SCN,"0.1 M",Tris,"0.1 M",8,"PEG 8000","20% (w/v)",,,,,,
1213,12_C0460,,"Ammonium thiocyanate",NH4SCN,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
1217,12_C0461,,"Ammonium thiocyanate",NH4SCN,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
1221,12_C0462,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
1225,12_C0463,"HR Crystal Screen Cryo - 34",,,,"Sodium Acetate trihydrate",0.07M,4.6,"Sodium Formate",1.4M,"Glycerol Anhydrous","30% (v/v)",,,,
1229,12_C0464,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","20% (w/v)",,,,,,
1233,12_C0465,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","20% (w/v)",,,,,,
1237,12_C0466,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","20% (w/v)",,,,,,
1241,12_C0467,,"Magnesium nitrate hexahydrate",Mg(NO3)2*6H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
1245,12_C0468,,"Ammonium bromide",NH4Br,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
1393,12_C0469,,"Ammonium bromide",NH4Br,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
1397,12_C0470,,"Ammonium bromide",NH4Br,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
1401,12_C0471,,"Ammonium chloride",NH4Cl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
1405,12_C0472,,"Ammonium chloride",NH4Cl,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
1409,12_C0473,,"Ammonium chloride",NH4Cl,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
1413,12_C0474,,"Ammonium nitrate",NH4NO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
1417,12_C0475,,"Ammonium nitrate",NH4NO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
1421,12_C0476,,"Ammonium nitrate",NH4NO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
1425,12_C0477,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
1429,12_C0478,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
1433,12_C0479,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
1437,12_C0480,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
145,12_C0481,,"Ammonium sulfate",(NH4)2SO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
149,12_C0482,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
153,12_C0483,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
157,12_C0484,"HR Crystal Screen Cryo - 18","Magnesium Acetate tetrahydrate tetrahydrate",,0.16M,"Sodium Cacodylate ",0.08M,6.5,"PEG 8000",0.16,"Glycerol Anhydrous","20% (v/v)",,,,
161,12_C0485,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
165,12_C0486,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
169,12_C0487,,"Lithium bromide",LiBr,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
173,12_C0488,,"Lithium bromide",LiBr,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
177,12_C0489,,"Lithium chloride",LiCl,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
181,12_C0490,,"Lithium chloride",LiCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
185,12_C0491,,"Lithium chloride",LiCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
189,12_C0492,,"Magnesium Acetate tetrahydrate",Mg(C2H3O2)2*4H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
337,12_C0493,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
341,12_C0494,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","20% (w/v)",,,,,,
345,12_C0495,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","20% (w/v)",,,,,,
349,12_C0496,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
353,12_C0497,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
357,12_C0498,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
361,12_C0499,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
365,12_C0500,,"Potassium acetate",KC2H3O2,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
369,12_C0501,,"Potassium acetate",KC2H3O2,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
373,12_C0502,,"Potassium bromide",KBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
377,12_C0503,,"Potassium bromide",KBr,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
381,12_C0504,,"Potassium bromide",KBr,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
529,12_C0505,,"Potassium carbonate",K2CO3,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
533,12_C0506,,"Potassium carbonate",K2CO3,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
537,12_C0507,,"Potassium carbonate",K2CO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
541,12_C0508,,"Potassium carbonate",K2CO3,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","40% (w/v)",,,,,,
545,12_C0509,,"Potassium chloride",KCl,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
549,12_C0510,,"Potassium chloride",KCl,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","40% (w/v)",,,,,,
553,12_C0511,,"Potassium chloride",KCl,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
557,12_C0512,,"Potassium nitrate",KNO3,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
561,12_C0513,,"Potassium nitrate",KNO3,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
565,12_C0514,,"Potassium nitrate",KNO3,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
569,12_C0515,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
573,12_C0516,"HR Crystal Screen Cryo - 44","Magnesium formate",,"0.1 M",,,,,,"Glycerol Anhydrous","50% (v/v)",,,,
721,12_C0517,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
725,12_C0518,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","40% (w/v)",,,,,,
729,12_C0519,,"Potassium thiocyanate",KSCN,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
733,12_C0520,,"Potassium thiocyanate",KSCN,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
737,12_C0521,,"Rubidium chloride",RbCl,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
741,12_C0522,,"Rubidium chloride",RbCl,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","40% (w/v)",,,,,,
745,12_C0523,,"Sodium bromide",NaBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 8000","40% (w/v)",,,,,,
749,12_C0524,,"Sodium bromide",NaBr,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
753,12_C0525,,"Sodium bromide",NaBr,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","40% (w/v)",,,,,,
757,12_C0526,,"Sodium chloride",NaCl,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
761,12_C0527,,"Sodium chloride",NaCl,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
765,12_C0528,,"Sodium chloride",NaCl,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
913,12_C0529,,"Sodium nitrate",NaNO3,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
917,12_C0530,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
921,12_C0531,,"Sodium phosphate-monobasic",NaH2PO4,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
925,12_C0532,"HR Crystal Screen Cryo - 35","Sodium dihydrogen phosphate",,"0.6 M",Hepes-Na,"0.075 M",7.5,"Potassium dihydrogen phosphate","0.6 M","Glycerol Anhydrous","25% (v/v)",,,,
929,12_C0533,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",CAPS,"0.1 M",10,"PEG 8000","40% (w/v)",,,,,,
933,12_C0534,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
937,12_C0535,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
941,12_C0536,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
945,12_C0537,,"Zinc Acetate dihydrate",Zn(C2H3O2)2*2H2O,"0.1 M",Tris,"0.1 M",8,"PEG 8000","40% (w/v)",,,,,,
949,12_C0538,,"Potassium phosphate dibasic",K2HPO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
953,12_C0539,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","40% (w/v)",,,,,,
957,12_C0540,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 8000","40% (w/v)",,,,,,
1105,12_C0541,,"Lithium sulfate monohydrate",Li2SO4*H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 8000","40% (w/v)",,,,,,
1109,12_C0542,"HR Crystal Screen Cryo - 19","Ammonium Acetate",,0.16M,"Tris Hydrochloride",0.08M,8.5,Iso-Propanol,"24% (v/v)","Glycerol Anhydrous","20% (v/v)",,,,
1113,12_C0543,,"Potassium phosphate-tribasic",K3PO4,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 8000","20% (w/v)",,,,,,
1117,12_C0544,,"Ammonium thiocyanate",NH4SCN,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 8000","40% (w/v)",,,,,,
1121,12_C0545,,"Ammonium thiocyanate",NH4SCN,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
1125,12_C0546,,"Manganese sulfate monohydrate",MnSO4*H2O,"0.1 M",MES,"0.1 M",6,"PEG 8000","40% (w/v)",,,,,,
1129,12_C0547,,"Ammonium bromide",NH4Br,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","20% (w/v)",,,,,,
1133,12_C0548,,"Ammonium bromide",NH4Br,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
1137,12_C0549,,"Ammonium chloride",NH4Cl,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","20% (w/v)",,,,,,
1141,12_C0550,,"Ammonium chloride",NH4Cl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","20% (w/v)",,,,,,
1145,12_C0551,,"Ammonium nitrate",NH4NO3,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
1149,12_C0552,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","20% (w/v)",,,,,,
1297,12_C0553,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
1301,12_C0554,,"Ammonium phosphate-monobasic",NH4H2PO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","20% (w/v)",,,,,,
1305,12_C0555,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
1309,12_C0556,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","20% (w/v)",,,,,,
1313,12_C0557,,"Ammonium phosphate-dibasic",(NH4)2HPO4,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","20% (w/v)",,,,,,
1317,12_C0558,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","20% (w/v)",,,,,,
1321,12_C0559,,"Ammonium sulfate",(NH4)2SO4,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","20% (w/v)",,,,,,
1325,12_C0560,,"Calcium acetate",Ca(C2H3O2)2,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","20% (w/v)",,,,,,
1329,12_C0561,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","20% (w/v)",,,,,,
1333,12_C0562,,"Calcium chloride dihydrate",CaCl2*2H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","20% (w/v)",,,,,,
1337,12_C0563,,"Lithium bromide",LiBr,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","20% (w/v)",,,,,,
1341,12_C0564,,"Lithium bromide",LiBr,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
1489,12_C0565,,"Lithium chloride",LiCl,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
1493,12_C0566,,"Lithium chloride",LiCl,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","20% (w/v)",,,,,,
1497,12_C0567,,"Lithium chloride",LiCl,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","20% (w/v)",,,,,,
1501,12_C0568,,"Lithium chloride",LiCl,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","20% (w/v)",,,,,,
1505,12_C0569,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",MES,"0.1 M",6,"PEG 4000","20% (w/v)",,,,,,
1509,12_C0570,,"Magnesium chloride hexahydrate",MgCl2*6H2O,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","20% (w/v)",,,,,,
1513,12_C0571,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","20% (w/v)",,,,,,
1517,12_C0572,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
1521,12_C0573,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","20% (w/v)",,,,,,
1525,12_C0574,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M",MES,"0.1 M",6,"PEG 4000","20% (w/v)",,,,,,
1529,12_C0575,,"Magnesium sulfate heptahydrate",MgSO4*7H2O,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
1533,12_C0576,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Sodium Acetate","0.1 M",5,"PEG 4000","20% (w/v)",,,,,,
51,12_C0577,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","20% (w/v)",,,,,,
55,12_C0578,,"Manganese chloride tetrahydrate",MnCl2*4H2O,"0.1 M",MES,"0.1 M",6,"PEG 4000","20% (w/v)",,,,,,
59,12_C0579,,"Potassium acetate",KC2H3O2,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
63,12_C0580,,"Potassium acetate",KC2H3O2,"0.1 M",MES,"0.1 M",6,"PEG 4000","20% (w/v)",,,,,,
67,12_C0581,,"Potassium bromide",KBr,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
71,12_C0582,,"Potassium bromide",KBr,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
75,12_C0583,,"Potassium bromide",KBr,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","20% (w/v)",,,,,,
79,12_C0584,,"Potassium carbonate",K2CO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","20% (w/v)",,,,,,
83,12_C0585,,"Potassium carbonate",K2CO3,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
87,12_C0586,,"Potassium chloride",KCl,"0.1 M",CAPS,"0.1 M",10,"PEG 4000","20% (w/v)",,,,,,
91,12_C0587,,"Potassium chloride",KCl,"0.1 M",Tris,"0.1 M",8,"PEG 4000","20% (w/v)",,,,,,
95,12_C0588,,"Potassium nitrate",KNO3,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","20% (w/v)",,,,,,
243,12_C0589,,"Potassium phosphate-monobasic",KH2PO4,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
247,12_C0590,,"Potassium thiocyanate",KSCN,"0.1 M","Sodium Citrate","0.1 M",4.2,"PEG 4000","20% (w/v)",,,,,,
251,12_C0591,,"Potassium thiocyanate",KSCN,"0.1 M",TAPS,"0.1 M",9,"PEG 4000","20% (w/v)",,,,,,
255,12_C0592,,"Potassium thiocyanate",KSCN,"0.1 M",HEPES,"0.1 M",7.5,"PEG 4000","20% (w/v)",,,,,,
259,12_C0593,,"Rubidium chloride",RbCl,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","20% (w/v)",,,,,,
263,12_C0594,,"Sodium bromide",NaBr,"0.1 M","Bis-Tris Propane","0.1 M",7,"PEG 4000","20% (w/v)",,,,,,
