"Composite List",,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,"Chemical Additive",Concentration
1255,M6_C0362,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1259,M6_C0363,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1263,M6_C0364,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","40% (w/v)",,,,
1267,M6_C0365,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1271,M6_C0366,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1275,M6_C0367,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1279,M6_C0368,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","20% (w/v)",,,,
1283,M6_C0369,,"Potassium Chloride",KCl,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1287,M6_C0370,,"Potassium Chloride",KCl,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1291,M6_C0371,,"Potassium Chloride",KCl,"0.3 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1295,M6_C0372,,"Potassium Chloride",KCl,"0.3 M",MES,"0.1 M",6,"PEG 4000","38% (w/v)",,,,
1443,M6_C0373,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1447,M6_C0374,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1451,M6_C0375,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1455,M6_C0376,,"Sodium Chloride",NaCl,"0.15 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","20% (w/v)",,,,
1459,M6_C0377,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1463,M6_C0378,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1467,M6_C0379,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1471,M6_C0380,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","20% (w/v)",,,,
1475,M6_C0381,,"Sodium Chloride",NaCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","16% (w/v)",,,,
1479,M6_C0382,,"Sodium Chloride",NaCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","24% (w/v)",,,,
1483,M6_C0383,,"Sodium Chloride",NaCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","32% (w/v)",,,,
1487,M6_C0384,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 4000","20% (w/v)",,,,
49,M6_C0385,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
53,M6_C0386,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
57,M6_C0387,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
61,M6_C0388,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
65,M6_C0389,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
69,M6_C0390,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
73,M6_C0391,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
77,M6_C0392,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
81,M6_C0393,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
85,M6_C0394,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
89,M6_C0395,,"Ammonium Sulfate ",(NH4)2SO4,"0.5 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
93,M6_C0396,,"Ammonium Sulfate ",(NH4)2SO4,"0.25 M",HEPES,"0.1 M",7,"PEG 4000","14% (w/v)",,,,
241,M6_C0397,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
245,M6_C0398,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
249,M6_C0399,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
253,M6_C0400,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
257,M6_C0401,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
261,M6_C0402,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
265,M6_C0403,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
269,M6_C0404,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
273,M6_C0405,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
277,M6_C0406,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
281,M6_C0407,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
285,M6_C0408,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
433,M6_C0409,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
437,M6_C0410,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
441,M6_C0411,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
445,M6_C0412,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
449,M6_C0413,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
453,M6_C0414,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
457,M6_C0415,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
461,M6_C0416,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
465,M6_C0417,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
469,M6_C0418,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
473,M6_C0419,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
477,M6_C0420,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","14% (w/v)",,,,
625,M6_C0421,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
629,M6_C0422,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
633,M6_C0423,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
637,M6_C0424,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
641,M6_C0425,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
645,M6_C0426,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
649,M6_C0427,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
653,M6_C0428,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
657,M6_C0429,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","34% (w/v)",,,,
661,M6_C0430,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
665,M6_C0431,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.3 M",HEPES,"0.1 M",7,"PEG 4000","20% (w/v)",,,,
669,M6_C0432,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.3 M",HEPES,"0.1 M",7,"PEG 4000","28% (w/v)",,,,
817,M6_C0433,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
821,M6_C0434,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
825,M6_C0435,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
829,M6_C0436,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
833,M6_C0437,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
837,M6_C0438,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
841,M6_C0439,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
845,M6_C0440,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
849,M6_C0441,,"Sodium Phosphate monobasic",NaH2PO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
853,M6_C0442,,"Sodium Phosphate monobasic",NaH2PO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
857,M6_C0443,,"Sodium Phosphate monobasic",NaH2PO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
861,M6_C0444,,"Sodium Phosphate monobasic",NaH2PO4,"0.05 M",HEPES,"0.1 M",7,"PEG 4000","38% (w/v)",,,,
1009,M6_C0445,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1013,M6_C0446,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1017,M6_C0447,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1021,M6_C0448,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1025,M6_C0449,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1029,M6_C0450,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1033,M6_C0451,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1037,M6_C0452,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1041,M6_C0453,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1045,M6_C0454,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1049,M6_C0455,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1053,M6_C0456,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.05 M",HEPES,"0.1 M",7,"PEG 4000","38% (w/v)",,,,
1201,M6_C0457,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1205,M6_C0458,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1209,M6_C0459,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1213,M6_C0460,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1217,M6_C0461,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1221,M6_C0462,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1225,M6_C0463,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1229,M6_C0464,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1233,M6_C0465,,"Potassium Chloride",KCl,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1237,M6_C0466,,"Potassium Chloride",KCl,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1241,M6_C0467,,"Potassium Chloride",KCl,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1245,M6_C0468,,"Potassium Chloride",KCl,"0.3 M",HEPES,"0.1 M",7,"PEG 4000","38% (w/v)",,,,
1393,M6_C0469,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1397,M6_C0470,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1401,M6_C0471,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1405,M6_C0472,,"Sodium Chloride",NaCl,"0.1 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1409,M6_C0473,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1413,M6_C0474,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1417,M6_C0475,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1421,M6_C0476,,"Sodium Chloride",NaCl,"0.2 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
1425,M6_C0477,,"Sodium Chloride",NaCl,"0.4 M",HEPES,"0.1 M",7,"PEG 4000","16% (w/v)",,,,
1429,M6_C0478,,"Sodium Chloride",NaCl,"0.4 M",HEPES,"0.1 M",7,"PEG 4000","24% (w/v)",,,,
1433,M6_C0479,,"Sodium Chloride",NaCl,"0.4 M",HEPES,"0.1 M",7,"PEG 4000","32% (w/v)",,,,
1437,M6_C0480,,"Sodium Chloride",NaCl,"0.4 M",HEPES,"0.1 M",7,"PEG 4000","40% (w/v)",,,,
145,M6_C0481,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
149,M6_C0482,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
153,M6_C0483,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
157,M6_C0484,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
161,M6_C0485,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
165,M6_C0486,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
169,M6_C0487,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
173,M6_C0488,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
177,M6_C0489,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
181,M6_C0490,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
185,M6_C0491,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
189,M6_C0492,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
337,M6_C0493,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
341,M6_C0494,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
345,M6_C0495,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
349,M6_C0496,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
353,M6_C0497,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
357,M6_C0498,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
361,M6_C0499,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
365,M6_C0500,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
369,M6_C0501,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
373,M6_C0502,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
377,M6_C0503,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.5 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
381,M6_C0504,,"Calcium Chloride dihydrate","CaCl2 * 2H2O","0.5 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
529,M6_C0505,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
533,M6_C0506,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
537,M6_C0507,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
541,M6_C0508,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
545,M6_C0509,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
549,M6_C0510,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
553,M6_C0511,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
557,M6_C0512,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
561,M6_C0513,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
565,M6_C0514,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
569,M6_C0515,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
573,M6_C0516,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",TRIS,"0.1 M",8.5,"PEG 4000","14% (w/v)",,,,
721,M6_C0517,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
725,M6_C0518,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
729,M6_C0519,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
733,M6_C0520,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
737,M6_C0521,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.05 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
741,M6_C0522,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
745,M6_C0523,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
749,M6_C0524,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
753,M6_C0525,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","34% (w/v)",,,,
757,M6_C0526,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
761,M6_C0527,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
765,M6_C0528,,"Magnesium Chloride hexahydrate","MgCl2 * 6H2O","0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","28% (w/v)",,,,
913,M6_C0529,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
917,M6_C0530,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
921,M6_C0531,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
925,M6_C0532,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
929,M6_C0533,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
933,M6_C0534,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
937,M6_C0535,,"Sodium Phosphate monobasic",NaH2PO4,"0.2 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
941,M6_C0536,,"Sodium Phosphate monobasic",NaH2PO4,"0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","20% (w/v)",,,,
945,M6_C0537,,"Sodium Phosphate monobasic",NaH2PO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
949,M6_C0538,,"Sodium Phosphate monobasic",NaH2PO4,"0.3 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
953,M6_C0539,,"Sodium Phosphate monobasic",NaH2PO4,"0.15 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
957,M6_C0540,,"Sodium Phosphate monobasic",NaH2PO4,"0.15 M",TRIS,"0.1 M",8.5,"PEG 4000","19% (w/v)",,,,
1105,M6_C0541,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","16% (w/v)",,,,
1109,M6_C0542,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","24% (w/v)",,,,
1113,M6_C0543,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","32% (w/v)",,,,
1117,M6_C0544,,"Lithium Sulfate monohydrate","Li2SO4 * H2O","0.1 M",TRIS,"0.1 M",8.5,"PEG 4000","40% (w/v)",,,,
