Composite List,,,,,,,,,,,,,,
Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration
1475,M9_C0381,,Sodium Chloride,NaCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 4000,16% (w/v),,,,
1479,M9_C0382,,Sodium Chloride,NaCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 4000,24% (w/v),,,,
1483,M9_C0383,,Sodium Chloride,NaCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 4000,32% (w/v),,,,
1487,M9_C0384,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 4000,20% (w/v),,,,
49,M9_C0385,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
53,M9_C0386,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
57,M9_C0387,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,28% (w/v),,,,
61,M9_C0388,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,34% (w/v),,,,
65,M9_C0389,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
69,M9_C0390,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
73,M9_C0391,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
77,M9_C0392,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 4000,28% (w/v),,,,
81,M9_C0393,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 4000,34% (w/v),,,,
85,M9_C0394,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
89,M9_C0395,,Ammonium Sulfate ,(NH4)2SO4,0.5 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
93,M9_C0396,,Ammonium Sulfate ,(NH4)2SO4,0.25 M,HEPES,0.1 M,7.0,PEG 4000,14% (w/v),,,,
241,M9_C0397,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
245,M9_C0398,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
249,M9_C0399,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,28% (w/v),,,,
253,M9_C0400,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,34% (w/v),,,,
257,M9_C0401,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
261,M9_C0402,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
265,M9_C0403,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
269,M9_C0404,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,HEPES,0.1 M,7.0,PEG 4000,28% (w/v),,,,
273,M9_C0405,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,HEPES,0.1 M,7.0,PEG 4000,34% (w/v),,,,
277,M9_C0406,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
281,M9_C0407,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.05 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
285,M9_C0408,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.05 M,HEPES,0.1 M,7.0,PEG 4000,28% (w/v),,,,
433,M9_C0409,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
437,M9_C0410,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
441,M9_C0411,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,HEPES,0.1 M,7.0,PEG 4000,28% (w/v),,,,
445,M9_C0412,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,HEPES,0.1 M,7.0,PEG 4000,34% (w/v),,,,
449,M9_C0413,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
453,M9_C0414,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
457,M9_C0415,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
461,M9_C0416,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,28% (w/v),,,,
465,M9_C0417,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,34% (w/v),,,,
469,M9_C0418,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
473,M9_C0419,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
477,M9_C0420,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,HEPES,0.1 M,7.0,PEG 4000,14% (w/v),,,,
625,M9_C0421,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
629,M9_C0422,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
633,M9_C0423,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,HEPES,0.1 M,7.0,PEG 4000,28% (w/v),,,,
637,M9_C0424,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,HEPES,0.1 M,7.0,PEG 4000,34% (w/v),,,,
641,M9_C0425,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
645,M9_C0426,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
649,M9_C0427,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
653,M9_C0428,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,28% (w/v),,,,
657,M9_C0429,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,34% (w/v),,,,
661,M9_C0430,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
665,M9_C0431,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.3 M,HEPES,0.1 M,7.0,PEG 4000,20% (w/v),,,,
669,M9_C0432,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.3 M,HEPES,0.1 M,7.0,PEG 4000,28% (w/v),,,,
817,M9_C0433,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
821,M9_C0434,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
825,M9_C0435,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
829,M9_C0436,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
833,M9_C0437,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
837,M9_C0438,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
841,M9_C0439,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
845,M9_C0440,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
849,M9_C0441,,Sodium Phosphate monobasic,NaH2PO4,0.05 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
853,M9_C0442,,Sodium Phosphate monobasic,NaH2PO4,0.05 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
857,M9_C0443,,Sodium Phosphate monobasic,NaH2PO4,0.05 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
861,M9_C0444,,Sodium Phosphate monobasic,NaH2PO4,0.05 M,HEPES,0.1 M,7.0,PEG 4000,38% (w/v),,,,
1009,M9_C0445,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
1013,M9_C0446,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
1017,M9_C0447,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
1021,M9_C0448,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
1025,M9_C0449,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
1029,M9_C0450,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
1033,M9_C0451,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
1037,M9_C0452,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
1041,M9_C0453,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
1045,M9_C0454,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
1049,M9_C0455,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
1053,M9_C0456,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.05 M,HEPES,0.1 M,7.0,PEG 4000,38% (w/v),,,,
1201,M9_C0457,,Potassium Chloride,KCl,0.1 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
1205,M9_C0458,,Potassium Chloride,KCl,0.1 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
1209,M9_C0459,,Potassium Chloride,KCl,0.1 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
1213,M9_C0460,,Potassium Chloride,KCl,0.1 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
1217,M9_C0461,,Potassium Chloride,KCl,0.2 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
1221,M9_C0462,,Potassium Chloride,KCl,0.2 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
1225,M9_C0463,,Potassium Chloride,KCl,0.2 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
1229,M9_C0464,,Potassium Chloride,KCl,0.2 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
1233,M9_C0465,,Potassium Chloride,KCl,0.3 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
1237,M9_C0466,,Potassium Chloride,KCl,0.3 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
1241,M9_C0467,,Potassium Chloride,KCl,0.3 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
1245,M9_C0468,,Potassium Chloride,KCl,0.3 M,HEPES,0.1 M,7.0,PEG 4000,38% (w/v),,,,
1393,M9_C0469,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
1397,M9_C0470,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
1401,M9_C0471,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
1405,M9_C0472,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
1409,M9_C0473,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
1413,M9_C0474,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
1417,M9_C0475,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
1421,M9_C0476,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
1425,M9_C0477,,Sodium Chloride,NaCl,0.4 M,HEPES,0.1 M,7.0,PEG 4000,16% (w/v),,,,
1429,M9_C0478,,Sodium Chloride,NaCl,0.4 M,HEPES,0.1 M,7.0,PEG 4000,24% (w/v),,,,
1433,M9_C0479,,Sodium Chloride,NaCl,0.4 M,HEPES,0.1 M,7.0,PEG 4000,32% (w/v),,,,
1437,M9_C0480,,Sodium Chloride,NaCl,0.4 M,HEPES,0.1 M,7.0,PEG 4000,40% (w/v),,,,
145,M9_C0481,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
149,M9_C0482,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
153,M9_C0483,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,28% (w/v),,,,
157,M9_C0484,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,34% (w/v),,,,
161,M9_C0485,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
165,M9_C0486,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
169,M9_C0487,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
173,M9_C0488,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 4000,28% (w/v),,,,
177,M9_C0489,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 4000,34% (w/v),,,,
181,M9_C0490,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
185,M9_C0491,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
189,M9_C0492,,Ammonium Sulfate ,(NH4)2SO4,0.05 M,TRIS,0.1 M,8.5,PEG 4000,28% (w/v),,,,
337,M9_C0493,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
341,M9_C0494,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
345,M9_C0495,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,28% (w/v),,,,
349,M9_C0496,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,34% (w/v),,,,
353,M9_C0497,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
357,M9_C0498,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
361,M9_C0499,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
365,M9_C0500,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 4000,28% (w/v),,,,
369,M9_C0501,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 4000,34% (w/v),,,,
373,M9_C0502,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.2 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
377,M9_C0503,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.5 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
381,M9_C0504,,Calcium Chloride dihydrate,CaCl2 * 2H2O,0.5 M,TRIS,0.1 M,8.5,PEG 4000,28% (w/v),,,,
529,M9_C0505,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
533,M9_C0506,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
537,M9_C0507,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,TRIS,0.1 M,8.5,PEG 4000,28% (w/v),,,,
541,M9_C0508,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,TRIS,0.1 M,8.5,PEG 4000,34% (w/v),,,,
545,M9_C0509,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.05 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
549,M9_C0510,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
553,M9_C0511,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
557,M9_C0512,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,28% (w/v),,,,
561,M9_C0513,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,34% (w/v),,,,
565,M9_C0514,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
569,M9_C0515,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
573,M9_C0516,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,TRIS,0.1 M,8.5,PEG 4000,14% (w/v),,,,
721,M9_C0517,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
725,M9_C0518,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
729,M9_C0519,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 4000,28% (w/v),,,,
733,M9_C0520,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 4000,34% (w/v),,,,
737,M9_C0521,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.05 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
741,M9_C0522,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
745,M9_C0523,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
749,M9_C0524,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,28% (w/v),,,,
753,M9_C0525,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,34% (w/v),,,,
757,M9_C0526,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
761,M9_C0527,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.3 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
765,M9_C0528,,Magnesium Chloride hexahydrate,MgCl2 * 6H2O,0.3 M,TRIS,0.1 M,8.5,PEG 4000,28% (w/v),,,,
913,M9_C0529,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
917,M9_C0530,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
921,M9_C0531,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,32% (w/v),,,,
925,M9_C0532,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
929,M9_C0533,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
933,M9_C0534,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
937,M9_C0535,,Sodium Phosphate monobasic,NaH2PO4,0.2 M,TRIS,0.1 M,8.5,PEG 4000,32% (w/v),,,,
941,M9_C0536,,Sodium Phosphate monobasic,NaH2PO4,0.1 M,TRIS,0.1 M,8.5,PEG 4000,20% (w/v),,,,
945,M9_C0537,,Sodium Phosphate monobasic,NaH2PO4,0.3 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
949,M9_C0538,,Sodium Phosphate monobasic,NaH2PO4,0.3 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
953,M9_C0539,,Sodium Phosphate monobasic,NaH2PO4,0.15 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
957,M9_C0540,,Sodium Phosphate monobasic,NaH2PO4,0.15 M,TRIS,0.1 M,8.5,PEG 4000,19% (w/v),,,,
1105,M9_C0541,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
1109,M9_C0542,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
1113,M9_C0543,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,32% (w/v),,,,
1117,M9_C0544,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.1 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
1121,M9_C0545,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
1125,M9_C0546,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
1129,M9_C0547,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 4000,32% (w/v),,,,
1133,M9_C0548,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.2 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
1137,M9_C0549,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.3 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
1141,M9_C0550,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.3 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
1145,M9_C0551,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.3 M,TRIS,0.1 M,8.5,PEG 4000,32% (w/v),,,,
1149,M9_C0552,,Lithium Sulfate monohydrate,Li2SO4 * H2O,0.3 M,TRIS,0.1 M,8.5,PEG 4000,38% (w/v),,,,
1297,M9_C0553,,Potassium Chloride,KCl,0.1 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
1301,M9_C0554,,Potassium Chloride,KCl,0.1 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
1305,M9_C0555,,Potassium Chloride,KCl,0.1 M,TRIS,0.1 M,8.5,PEG 4000,32% (w/v),,,,
1309,M9_C0556,,Potassium Chloride,KCl,0.1 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
1313,M9_C0557,,Potassium Chloride,KCl,0.2 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
1317,M9_C0558,,Potassium Chloride,KCl,0.2 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
1321,M9_C0559,,Potassium Chloride,KCl,0.2 M,TRIS,0.1 M,8.5,PEG 4000,32% (w/v),,,,
1325,M9_C0560,,Potassium Chloride,KCl,0.2 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
1329,M9_C0561,,Potassium Chloride,KCl,0.3 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
1333,M9_C0562,,Potassium Chloride,KCl,0.3 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
1337,M9_C0563,,Potassium Chloride,KCl,0.3 M,TRIS,0.1 M,8.5,PEG 4000,32% (w/v),,,,
1341,M9_C0564,,Potassium Chloride,KCl,0.3 M,TRIS,0.1 M,8.5,PEG 4000,38% (w/v),,,,
1489,M9_C0565,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
1493,M9_C0566,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
1497,M9_C0567,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 4000,32% (w/v),,,,
1501,M9_C0568,,Sodium Chloride,NaCl,0.1 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
1505,M9_C0569,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 4000,16% (w/v),,,,
1509,M9_C0570,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 4000,24% (w/v),,,,
1513,M9_C0571,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 4000,32% (w/v),,,,
1517,M9_C0572,,Sodium Chloride,NaCl,0.2 M,TRIS,0.1 M,8.5,PEG 4000,40% (w/v),,,,
