Composite List,,,,,,,,,,,,,,,,
Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration
1463,22_C0231,HR Polymer Screen 12,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 3,000",40% (w/v),,,,,,
1467,22_C0232,HR Polymer Screen 13,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 3,350",25% (w/v),,,,,,
1471,22_C0233,HR Polymer Screen 4,,,,Tacsimate,10% (v/v),7,"Poly(acrylic acid sodium salt) 5,100",40% (v/v),,,,,,
1475,22_C0234,HR Polymer Screen 5,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 200,60% (v/v),,,,,,
1479,22_C0235,HR Polymer Screen 6,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 300,50% (v/v),,,,,,
1483,22_C0236,HR Polymer Screen 7,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 400,50% (v/v),,,,,,
1487,22_C0237,HR Polymer Screen 8,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 600,40% (v/v),,,,,,
49,22_C0274,,Potassium carbonate,K2CO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
53,22_C0278,,Potassium nitrate,KNO3,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
57,22_C0279,,Potassium nitrate,KNO3,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
61,22_C0280,,Potassium nitrate,KNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
65,22_C0286,,Rubidium chloride,RbCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
69,22_C0303,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
73,22_C0304,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
77,22_C0341,,Potassium carbonate,K2CO3,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
81,22_C0343,,Potassium chloride,KCl,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
85,22_C0345,,Potassium chloride,KCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,24% (w/v),,,,,,
89,22_C0347,,Potassium nitrate,KNO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
93,22_C0354,,Rubidium chloride,RbCl,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
241,22_C0386,,Ammonium thiocyanate,NH4SCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
245,22_C0423,,Potassium carbonate,K2CO3,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
249,22_C0424,,Potassium chloride,KCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
253,22_C0425,,Potassium chloride,KCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
257,22_C0432,,Rubidium chloride,RbCl,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
261,22_C0454,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
265,22_C0455,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
269,22_C0459,,Ammonium thiocyanate,NH4SCN,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
273,22_C0460,,Ammonium thiocyanate,NH4SCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
277,22_C0505,,Potassium carbonate,K2CO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
281,22_C0506,,Potassium carbonate,K2CO3,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
285,22_C0511,,Potassium chloride,KCl,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
433,22_C0514,,Potassium nitrate,KNO3,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
437,22_C0539,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
441,22_C0544,,Ammonium thiocyanate,NH4SCN,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,40% (w/v),,,,,,
445,22_C0545,,Ammonium thiocyanate,NH4SCN,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
449,22_C0563,,Lithium bromide,LiBr,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
453,22_C0564,,Lithium bromide,LiBr,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
457,22_C0585,,Potassium carbonate,K2CO3,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
461,22_C0587,,Potassium chloride,KCl,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
465,22_C0612,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
469,22_C0613,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
473,22_C0617,,Ammonium thiocyanate,NH4SCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
477,22_C0618,,Ammonium thiocyanate,NH4SCN,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
625,22_C0637,,Lithium bromide,LiBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
629,22_C0650,,Potassium carbonate,K2CO3,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
633,22_C0653,,Potassium chloride,KCl,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
637,22_C0654,,Potassium nitrate,KNO3,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
641,22_C0656,,Potassium nitrate,KNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
645,22_C0662,,Rubidium chloride,RbCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
649,22_C0664,,Rubidium chloride,RbCl,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
653,22_C0665,,Rubidium chloride,RbCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
657,22_C0685,,Ammonium thiocyanate,NH4SCN,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
661,22_C0686,,Ammonium thiocyanate,NH4SCN,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
665,22_C0289,,Sodium bromide,NaBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
669,22_C0292,,Sodium chloride,NaCl,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
817,22_C0294,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
821,22_C0311,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
825,22_C0312,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
829,22_C0335,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
833,22_C0336,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
837,22_C0350,,Potassium thiocyanate,KSCN,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
841,22_C0352,,Potassium thiocyanate,KSCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
845,22_C0356,,Sodium bromide,NaBr,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
849,22_C0357,,Sodium bromide,NaBr,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
853,22_C0358,,Sodium chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,24% (w/v),,,,,,
857,22_C0359,,Sodium chloride,NaCl,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
861,22_C0364,,Sodium nitrate,NaNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,24% (w/v),,,,,,
1009,22_C0367,,Sodium nitrate,NaNO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
1013,22_C0388,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
1017,22_C0390,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
1021,22_C0404,,Calcium acetate,Ca(C2H3O2)2,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1025,22_C0417,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1029,22_C0430,,Potassium thiocyanate,KSCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
1033,22_C0433,,Sodium bromide,NaBr,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1037,22_C0435,,Sodium chloride,NaCl,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1041,22_C0436,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1045,22_C0439,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
1049,22_C0440,,Sodium nitrate,NaNO3,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1053,22_C0442,,Sodium nitrate,NaNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1201,22_C0464,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1205,22_C0466,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1209,22_C0496,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
1213,22_C0519,,Potassium thiocyanate,KSCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
1217,22_C0520,,Potassium thiocyanate,KSCN,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
1221,22_C0526,,Sodium chloride,NaCl,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
1225,22_C0528,,Sodium chloride,NaCl,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
1229,22_C0529,,Sodium nitrate,NaNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,40% (w/v),,,,,,
1233,22_C0572,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
1237,22_C0574,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
1241,22_C0575,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1245,22_C0590,,Potassium thiocyanate,KSCN,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1393,22_C0595,,Sodium bromide,NaBr,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
1397,22_C0596,,Sodium chloride,NaCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
1401,22_C0601,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1405,22_C0602,,Sodium nitrate,NaNO3,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
1409,22_C0603,,Sodium nitrate,NaNO3,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
1413,22_C0661,,Potassium thiocyanate,KSCN,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
1417,22_C0667,,Sodium bromide,NaBr,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
1421,22_C0669,,Sodium chloride,NaCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
1425,22_C0671,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
1429,22_C0673,,Sodium nitrate,NaNO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
1433,22_C0692,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
1437,22_C0693,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
145,22_C0244,,Ammonium nitrate,NH4NO3,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
149,22_C0256,,Lithium chloride,LiCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
153,22_C0258,,Lithium chloride,LiCl,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
157,22_C0268,,Potassium acetate,KC2H3O2,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
161,22_C0269,,Potassium acetate,KC2H3O2,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
165,22_C0317,,Ammonium nitrate,NH4NO3,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
169,22_C0318,,Ammonium nitrate,NH4NO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
173,22_C0322,,Ammonium sulfate,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,24% (w/v),,,,,,
177,22_C0323,,Ammonium sulfate,(NH4)2SO4,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
181,22_C0324,,Ammonium sulfate,(NH4)2SO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
185,22_C0330,,Lithium chloride,LiCl,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
189,22_C0382,,Potassium phosphate-tribasic,K3PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
337,22_C0383,,Potassium phosphate-tribasic,K3PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
341,22_C0394,,Ammonium nitrate,NH4NO3,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
345,22_C0401,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
349,22_C0411,,Lithium chloride,LiCl,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
353,22_C0458,,Potassium phosphate-tribasic,K3PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
357,22_C0474,,Ammonium nitrate,NH4NO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,40% (w/v),,,,,,
361,22_C0479,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
365,22_C0481,,Ammonium sulfate,(NH4)2SO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
369,22_C0482,,Ammonium sulfate,(NH4)2SO4,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
373,22_C0489,,Lithium chloride,LiCl,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
377,22_C0490,,Lithium chloride,LiCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
381,22_C0500,,Potassium acetate,KC2H3O2,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
529,22_C0543,,Potassium phosphate-tribasic,K3PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
533,22_C0550,,Ammonium chloride,NH4Cl,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
537,22_C0551,,Ammonium nitrate,NH4NO3,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
541,22_C0555,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
545,22_C0565,,Lithium chloride,LiCl,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
549,22_C0567,,Lithium chloride,LiCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
553,22_C0579,,Potassium acetate,KC2H3O2,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
557,22_C0580,,Potassium acetate,KC2H3O2,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
561,22_C0589,,Potassium phosphate-monobasic,KH2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
565,22_C0614,,Potassium phosphate-tribasic,K3PO4,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
569,22_C0616,,Potassium phosphate-tribasic,K3PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
573,22_C0626,,Ammonium nitrate,NH4NO3,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
721,22_C0634,,Ammonium sulfate,(NH4)2SO4,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
725,22_C0643,,Potassium acetate,KC2H3O2,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
729,22_C0644,,Potassium acetate,KC2H3O2,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
733,22_C0657,,Potassium phosphate-monobasic,KH2PO4,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
737,22_C0658,,Potassium phosphate-monobasic,KH2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
741,22_C0659,,Potassium phosphate-monobasic,KH2PO4,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
745,22_C0683,,Potassium phosphate-tribasic,K3PO4,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
749,22_C0260,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
753,22_C0261,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
757,22_C0264,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
761,22_C0265,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
765,22_C0296,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
913,22_C0297,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
917,22_C0298,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
921,22_C0299,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
925,22_C0300,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
929,22_C0334,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
933,22_C0368,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
937,22_C0370,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
941,22_C0371,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
945,22_C0376,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
949,22_C0377,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
953,22_C0378,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
957,22_C0391,,Ammonium bromide,NH4Br,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
1105,22_C0392,,Ammonium bromide,NH4Br,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
1109,22_C0415,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
1113,22_C0445,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1117,22_C0446,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
1121,22_C0449,,Potassium phosphate dibasic,K2HPO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1125,22_C0451,,Potassium phosphate dibasic,K2HPO4,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
1129,22_C0452,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1133,22_C0468,,Ammonium bromide,NH4Br,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,40% (w/v),,,,,,
1137,22_C0470,,Ammonium bromide,NH4Br,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
1141,22_C0493,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
1145,22_C0498,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
1149,22_C0499,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
1297,22_C0530,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
1301,22_C0531,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
1305,22_C0535,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
1309,22_C0536,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
1313,22_C0537,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
1317,22_C0538,,Potassium phosphate dibasic,K2HPO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
1321,22_C0548,,Ammonium bromide,NH4Br,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
1325,22_C0569,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
1329,22_C0576,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
1333,22_C0578,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
1337,22_C0604,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
1341,22_C0605,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1489,22_C0606,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
1493,22_C0607,,Potassium phosphate dibasic,K2HPO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1497,22_C0609,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
1501,22_C0610,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
1505,22_C0611,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1509,22_C0621,,Ammonium bromide,NH4Br,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
1513,22_C0622,,Ammonium bromide,NH4Br,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
1517,22_C0640,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
1521,22_C0642,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
1525,22_C0677,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
