Composite List,,,,,,,,,,,,,,,,
Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration,Chemical Additive,Concentration
1467,21_C0232,HR Polymer Screen 14,,,,Tacsimate,10% (v/v),7,"Polyethylene glycol 3,350",25% (w/v),,,,,,
1471,21_C0233,HR Polymer Screen 4,,,,Tacsimate,10% (v/v),7,"Poly(acrylic acid sodium salt) 5,100",40% (v/v),,,,,,
1475,21_C0234,HR Polymer Screen 5,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 200,60% (v/v),,,,,,
1479,21_C0235,HR Polymer Screen 6,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 300,50% (v/v),,,,,,
1483,21_C0236,HR Polymer Screen 7,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 400,50% (v/v),,,,,,
1487,21_C0237,HR Polymer Screen 8,,,,Tacsimate,10% (v/v),7,Polyethylene glycol 600,40% (v/v),,,,,,
49,21_C0274,,Potassium carbonate,K2CO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
53,21_C0278,,Potassium nitrate,KNO3,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
57,21_C0279,,Potassium nitrate,KNO3,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
61,21_C0280,,Potassium nitrate,KNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
65,21_C0286,,Rubidium chloride,RbCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
69,21_C0303,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
73,21_C0304,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
77,21_C0341,,Potassium carbonate,K2CO3,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
81,21_C0343,,Potassium chloride,KCl,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
85,21_C0345,,Potassium chloride,KCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,24% (w/v),,,,,,
89,21_C0347,,Potassium nitrate,KNO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
93,21_C0354,,Rubidium chloride,RbCl,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
241,21_C0386,,Ammonium thiocyanate,NH4SCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
245,21_C0423,,Potassium carbonate,K2CO3,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
249,21_C0424,,Potassium chloride,KCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
253,21_C0425,,Potassium chloride,KCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
257,21_C0432,,Rubidium chloride,RbCl,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
261,21_C0454,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
265,21_C0455,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
269,21_C0459,,Ammonium thiocyanate,NH4SCN,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
273,21_C0460,,Ammonium thiocyanate,NH4SCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
277,21_C0505,,Potassium carbonate,K2CO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
281,21_C0506,,Potassium carbonate,K2CO3,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
285,21_C0511,,Potassium chloride,KCl,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
433,21_C0514,,Potassium nitrate,KNO3,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
437,21_C0539,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
441,21_C0544,,Ammonium thiocyanate,NH4SCN,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,40% (w/v),,,,,,
445,21_C0545,,Ammonium thiocyanate,NH4SCN,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
449,21_C0563,,Lithium bromide,LiBr,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
453,21_C0564,,Lithium bromide,LiBr,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
457,21_C0585,,Potassium carbonate,K2CO3,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
461,21_C0587,,Potassium chloride,KCl,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
465,21_C0612,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
469,21_C0613,,Lithium sulfate monohydrate,Li2SO4*H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
473,21_C0617,,Ammonium thiocyanate,NH4SCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
477,21_C0618,,Ammonium thiocyanate,NH4SCN,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
625,21_C0637,,Lithium bromide,LiBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
629,21_C0650,,Potassium carbonate,K2CO3,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
633,21_C0653,,Potassium chloride,KCl,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
637,21_C0654,,Potassium nitrate,KNO3,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
641,21_C0656,,Potassium nitrate,KNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
645,21_C0662,,Rubidium chloride,RbCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
649,21_C0664,,Rubidium chloride,RbCl,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
653,21_C0665,,Rubidium chloride,RbCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
657,21_C0685,,Ammonium thiocyanate,NH4SCN,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
661,21_C0686,,Ammonium thiocyanate,NH4SCN,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
665,21_C0289,,Sodium bromide,NaBr,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
669,21_C0292,,Sodium chloride,NaCl,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
817,21_C0294,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
821,21_C0311,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
825,21_C0312,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
829,21_C0335,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
833,21_C0336,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
837,21_C0350,,Potassium thiocyanate,KSCN,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
841,21_C0352,,Potassium thiocyanate,KSCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
845,21_C0356,,Sodium bromide,NaBr,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
849,21_C0357,,Sodium bromide,NaBr,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
853,21_C0358,,Sodium chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,24% (w/v),,,,,,
857,21_C0359,,Sodium chloride,NaCl,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
861,21_C0364,,Sodium nitrate,NaNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,24% (w/v),,,,,,
1009,21_C0367,,Sodium nitrate,NaNO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
1013,21_C0388,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
1017,21_C0390,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
1021,21_C0404,,Calcium acetate,Ca(C2H3O2)2,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1025,21_C0417,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1029,21_C0430,,Potassium thiocyanate,KSCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
1033,21_C0433,,Sodium bromide,NaBr,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1037,21_C0435,,Sodium chloride,NaCl,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1041,21_C0436,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1045,21_C0439,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
1049,21_C0440,,Sodium nitrate,NaNO3,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1053,21_C0442,,Sodium nitrate,NaNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1201,21_C0464,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1205,21_C0466,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
1209,21_C0496,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
1213,21_C0519,,Potassium thiocyanate,KSCN,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
1217,21_C0520,,Potassium thiocyanate,KSCN,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
1221,21_C0526,,Sodium chloride,NaCl,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
1225,21_C0528,,Sodium chloride,NaCl,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
1229,21_C0529,,Sodium nitrate,NaNO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,40% (w/v),,,,,,
1233,21_C0572,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
1237,21_C0574,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
1241,21_C0575,,Magnesium sulfate heptahydrate,MgSO4*7H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1245,21_C0590,,Potassium thiocyanate,KSCN,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1393,21_C0595,,Sodium bromide,NaBr,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
1397,21_C0596,,Sodium chloride,NaCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
1401,21_C0601,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1405,21_C0602,,Sodium nitrate,NaNO3,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
1409,21_C0603,,Sodium nitrate,NaNO3,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
1413,21_C0661,,Potassium thiocyanate,KSCN,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
1417,21_C0667,,Sodium bromide,NaBr,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
1421,21_C0669,,Sodium chloride,NaCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
1425,21_C0671,,Sodium molybdate dihydrate,Na2MoO4*2H2O,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
1429,21_C0673,,Sodium nitrate,NaNO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
1433,21_C0692,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
1437,21_C0693,,Magnesium nitrate hexahydrate,Mg(NO3)2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
145,21_C0244,,Ammonium nitrate,NH4NO3,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
149,21_C0256,,Lithium chloride,LiCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
153,21_C0258,,Lithium chloride,LiCl,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
157,21_C0268,,Potassium acetate,KC2H3O2,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
161,21_C0269,,Potassium acetate,KC2H3O2,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
165,21_C0317,,Ammonium nitrate,NH4NO3,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
169,21_C0318,,Ammonium nitrate,NH4NO3,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
173,21_C0322,,Ammonium sulfate,(NH4)2SO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,24% (w/v),,,,,,
177,21_C0323,,Ammonium sulfate,(NH4)2SO4,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
181,21_C0324,,Ammonium sulfate,(NH4)2SO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
185,21_C0330,,Lithium chloride,LiCl,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
189,21_C0382,,Potassium phosphate-tribasic,K3PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
337,21_C0383,,Potassium phosphate-tribasic,K3PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
341,21_C0394,,Ammonium nitrate,NH4NO3,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
345,21_C0401,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,MES,0.1 M,6,PEG 8000,20% (w/v),,,,,,
349,21_C0411,,Lithium chloride,LiCl,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
353,21_C0458,,Potassium phosphate-tribasic,K3PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
357,21_C0474,,Ammonium nitrate,NH4NO3,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,40% (w/v),,,,,,
361,21_C0479,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
365,21_C0481,,Ammonium sulfate,(NH4)2SO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
369,21_C0482,,Ammonium sulfate,(NH4)2SO4,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
373,21_C0489,,Lithium chloride,LiCl,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
377,21_C0490,,Lithium chloride,LiCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
381,21_C0500,,Potassium acetate,KC2H3O2,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
529,21_C0543,,Potassium phosphate-tribasic,K3PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
533,21_C0550,,Ammonium chloride,NH4Cl,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
537,21_C0551,,Ammonium nitrate,NH4NO3,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
541,21_C0555,,Ammonium phosphate-dibasic,(NH4)2HPO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
545,21_C0565,,Lithium chloride,LiCl,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
549,21_C0567,,Lithium chloride,LiCl,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
553,21_C0579,,Potassium acetate,KC2H3O2,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
557,21_C0580,,Potassium acetate,KC2H3O2,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
561,21_C0589,,Potassium phosphate-monobasic,KH2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
565,21_C0614,,Potassium phosphate-tribasic,K3PO4,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
569,21_C0616,,Potassium phosphate-tribasic,K3PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
573,21_C0626,,Ammonium nitrate,NH4NO3,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
721,21_C0634,,Ammonium sulfate,(NH4)2SO4,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
725,21_C0643,,Potassium acetate,KC2H3O2,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
729,21_C0644,,Potassium acetate,KC2H3O2,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
733,21_C0657,,Potassium phosphate-monobasic,KH2PO4,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
737,21_C0658,,Potassium phosphate-monobasic,KH2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
741,21_C0659,,Potassium phosphate-monobasic,KH2PO4,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
745,21_C0683,,Potassium phosphate-tribasic,K3PO4,0.1 M,TRIS,0.1 M,8,PEG 4000,40% (w/v),,,,,,
749,21_C0260,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
753,21_C0261,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
757,21_C0264,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
761,21_C0265,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
765,21_C0296,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
913,21_C0297,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
917,21_C0298,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
921,21_C0299,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,MES,0.1 M,6,PEG 20000,12% (w/v),,,,,,
925,21_C0300,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
929,21_C0334,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
933,21_C0368,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,24% (w/v),,,,,,
937,21_C0370,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,24% (w/v),,,,,,
941,21_C0371,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,MES,0.1 M,6,PEG 20000,24% (w/v),,,,,,
945,21_C0376,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,TRIS,0.1 M,8,PEG 20000,12% (w/v),,,,,,
949,21_C0377,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 20000,12% (w/v),,,,,,
953,21_C0378,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 20000,12% (w/v),,,,,,
957,21_C0391,,Ammonium bromide,NH4Br,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
1105,21_C0392,,Ammonium bromide,NH4Br,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
1109,21_C0415,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
1113,21_C0445,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1117,21_C0446,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
1121,21_C0449,,Potassium phosphate dibasic,K2HPO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1125,21_C0451,,Potassium phosphate dibasic,K2HPO4,0.1 M,TRIS,0.1 M,8,PEG 8000,20% (w/v),,,,,,
1129,21_C0452,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,20% (w/v),,,,,,
1133,21_C0468,,Ammonium bromide,NH4Br,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 8000,40% (w/v),,,,,,
1137,21_C0470,,Ammonium bromide,NH4Br,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
1141,21_C0493,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
1145,21_C0498,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,40% (w/v),,,,,,
1149,21_C0499,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
1297,21_C0530,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
1301,21_C0531,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
1305,21_C0535,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
1309,21_C0536,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,MES,0.1 M,6,PEG 8000,40% (w/v),,,,,,
1313,21_C0537,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,TRIS,0.1 M,8,PEG 8000,40% (w/v),,,,,,
1317,21_C0538,,Potassium phosphate dibasic,K2HPO4,0.1 M,Sodium Acetate,0.1 M,5,PEG 8000,20% (w/v),,,,,,
1321,21_C0548,,Ammonium bromide,NH4Br,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
1325,21_C0569,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
1329,21_C0576,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
1333,21_C0578,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
1337,21_C0604,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,MES,0.1 M,6,PEG 4000,20% (w/v),,,,,,
1341,21_C0605,,Sodium phosphate-monobasic,NaH2PO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1489,21_C0606,,Sodium thiosulfate pentahydrate,Na2S2O3*5H2O,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
1493,21_C0607,,Potassium phosphate dibasic,K2HPO4,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1497,21_C0609,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,20% (w/v),,,,,,
1501,21_C0610,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,TRIS,0.1 M,8,PEG 4000,20% (w/v),,,,,,
1505,21_C0611,,Cobalt sulfate heptahydrate,CoSO4*7H2O,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,20% (w/v),,,,,,
1509,21_C0621,,Ammonium bromide,NH4Br,0.1 M,Sodium Citrate,0.1 M,4.2,PEG 4000,40% (w/v),,,,,,
1513,21_C0622,,Ammonium bromide,NH4Br,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
1517,21_C0640,,Magnesium chloride hexahydrate,MgCl2*6H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
1521,21_C0642,,Manganese chloride tetrahydrate,MnCl2*4H2O,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
1525,21_C0677,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,Sodium Acetate,0.1 M,5,PEG 4000,40% (w/v),,,,,,
1529,21_C0678,,Zinc Acetate dihydrate,Zn(C2H3O2)2*2H2O,0.1 M,MES,0.1 M,6,PEG 4000,40% (w/v),,,,,,
